pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y
416.410000,395.000000,410.920000,188.900000,414.190464,340.957715,411.863096,278.019424,413.779752,325.765714,413.335033,314.865737,413.676908,302.420741,413.102273,295.777032,413.496212,287.876063
415.340000,391.790000,412.870000,188.910000,414.738081,337.581715,413.505944,279.466282,414.601177,326.006857,413.562950,314.263560,414.018782,301.818563,414.185606,294.699627,414.087121,287.516928
417.740000,398.730000,412.930000,188.890000,416.654737,342.645715,414.738081,279.707425,416.380929,329.624000,415.956068,317.073720,415.272320,304.227272,415.465909,297.213572,415.268939,289.133035
420.160000,392.110000,411.970000,188.890000,417.202353,338.064000,416.654737,280.430853,418.708297,328.900571,417.437522,316.672269,416.753774,304.427998,416.549242,297.213572,416.746212,288.594333
422.480000,392.950000,412.920000,188.900000,420.077338,338.305143,417.476161,279.466282,420.488050,327.936000,420.058556,318.880252,418.463144,303.223644,418.125000,296.136167,417.632576,287.696495
425.410000,390.630000,415.890000,188.910000,422.952322,336.134857,417.886873,278.260567,421.309474,327.212571,421.881885,316.672269,420.400430,306.033804,420.981061,297.393139,420.291667,287.876063
427.490000,389.360000,416.980000,188.890000,423.636842,333.964572,420.898762,278.019424,423.773746,323.836571,423.249381,313.460657,422.565633,303.825821,422.162879,295.777032,421.276515,287.696495
425.640000,392.990000,410.970000,188.890000,422.404706,338.064000,418.434489,276.813710,421.583282,328.659428,421.198136,315.267188,420.514388,304.829450,419.602273,296.854437,418.617424,287.876063
427.132143,390.352405,401.920000,188.890000,421.993994,334.688000,416.244025,280.189710,420.898762,325.765714,421.084178,314.263560,420.058556,303.223644,419.011364,295.238330,417.928030,287.157793
425.720000,396.590000,398.850000,188.910000,422.404706,341.681144,416.380929,278.742853,421.720186,329.624000,421.084178,316.471543,420.058556,303.022918,418.912879,295.238330,418.617424,288.594333
424.650000,390.920000,398.940000,188.890000,419.666626,336.617143,415.559505,276.572567,420.351146,327.212571,419.032934,315.869366,417.437522,303.625095,416.549242,294.699627,415.958333,287.696495
423.540000,396.470000,397.950000,188.890000,420.351146,342.645715,413.779752,277.295996,418.845201,329.382857,418.463144,318.478800,417.437522,304.427998,416.844697,295.597465,415.564394,287.157793
422.150000,392.240000,397.890000,188.890000,418.708297,338.305143,413.916656,276.090281,419.119009,327.936000,417.779396,317.073720,417.095648,304.227272,416.549242,295.238330,415.367424,286.978225
419.910000,395.500000,401.890000,188.890000,419.119009,339.028572,415.833313,278.983996,418.845201,329.624000,418.805018,318.478800,417.779396,303.625095,417.238636,296.315735,416.450758,287.696495
419.130000,392.620000,404.970000,188.890000,418.297585,337.340572,415.833313,278.742853,418.297585,328.659428,417.779396,317.274446,417.323564,303.625095,416.844697,294.160925,416.450758,287.696495
421.370000,389.490000,407.920000,188.890000,418.708297,335.411429,416.654737,278.019424,418.023777,326.489142,417.779396,316.672269,416.981690,303.223644,416.549242,295.597465,416.746212,287.876063
423.300000,392.090000,410.880000,188.910000,421.309474,338.064000,418.434489,278.742853,420.761858,327.936000,420.058556,318.278075,418.463144,305.030175,418.420455,296.674870,418.617424,287.516928
421.550000,386.860000,409.930000,188.900000,419.119009,330.829714,416.654737,277.295996,418.708297,321.425142,418.463144,315.467914,417.095648,304.427998,416.844697,296.315735,416.746212,286.439523
421.530000,393.110000,409.960000,188.900000,418.845201,335.411429,416.791641,278.019424,418.845201,324.318856,418.691060,315.869366,418.349186,303.825821,417.829545,296.854437,417.435606,288.235198
421.282143,388.355721,412.940000,188.900000,418.845201,330.829714,417.613065,278.983996,419.255913,321.425142,418.805018,313.661382,418.691060,302.420741,418.420455,295.597465,418.321970,287.696495
424.630000,392.450000,413.890000,188.910000,420.077338,336.858286,417.613065,278.019424,421.571970,326.842207,420.058556,315.869366,419.146892,303.223644,419.011364,295.777032,419.109848,287.696495
427.200000,388.060000,413.000000,188.890000,422.404706,331.794286,418.708297,278.742853,422.404706,323.836571,422.109801,314.263560,420.400430,303.022918,420.390152,296.136167,419.700758,287.516928
431.370000,390.310000,411.980000,188.890000,427.743963,334.688000,421.309474,279.466282,427.185606,324.687397,425.870415,316.672269,424.275003,304.227272,423.738636,296.854437,423.344697,286.619090
436.310000,388.660000,412.960000,188.890000,430.618948,332.517714,425.005883,278.260567,431.026515,323.071290,430.086862,314.865737,428.719365,303.223644,428.367424,295.777032,427.087121,288.235198
437.400000,387.530000,414.950000,188.900000,432.398700,330.829714,427.059443,278.742853,433.083220,322.148571,431.340400,313.661382,430.314778,302.621466,429.056818,295.777032,428.071970,286.439523
437.960000,390.940000,413.000000,188.890000,433.493932,336.134857,425.827307,277.537139,432.261796,325.042285,431.340400,314.263560,430.770610,302.420741,429.647727,295.777032,428.367424,288.773900
441.339286,386.359038,411.960000,188.900000,435.273685,334.688000,428.565387,278.742853,433.630836,323.595428,432.366022,312.256302,431.112484,300.614209,430.731061,294.340492,429.844697,288.773900
438.740000,393.320000,415.930000,188.900000,436.095109,339.510858,430.345140,279.707425,435.753788,326.123937,433.847476,315.267188,433.049770,302.420741,432.306818,295.058762,431.912879,287.876063
436.860000,387.960000,417.950000,188.900000,435.273685,333.964572,431.440372,278.019424,434.867424,324.687397,433.847476,314.865737,434.189350,302.019289,433.193182,294.699627,432.700758,287.157793
438.810000,397.350000,413.010000,188.890000,436.095109,340.475429,430.208236,278.260567,436.095109,331.070857,434.873098,318.478800,434.075392,305.030175,432.799242,296.854437,431.321970,287.696495
440.080000,392.340000,408.980000,188.910000,436.095109,336.134857,428.565387,278.983996,434.862973,327.453714,434.531224,316.672269,432.707896,304.227272,431.912879,296.854437,430.632576,290.210440
441.950000,395.100000,410.980000,188.900000,437.601053,337.340572,429.934428,277.537139,437.231061,328.099180,435.442888,317.274446,433.733518,304.829450,433.193182,297.393139,431.518939,288.594333
443.900000,390.200000,410.000000,188.900000,438.970093,334.688000,429.386811,278.019424,436.916533,325.042285,435.556846,314.263560,434.189350,303.022918,432.799242,295.777032,431.518939,288.594333
438.320000,388.830000,404.980000,188.900000,433.493932,333.964572,424.458266,278.742853,431.166564,323.595428,430.998526,313.661382,428.719365,302.621466,426.693182,295.238330,426.200758,287.157793
432.160000,388.950000,396.960000,188.890000,425.005883,337.340572,415.833313,278.260567,424.868979,323.595428,423.249381,313.460657,421.767927,304.427998,420.193182,297.393139,418.518939,288.773900
428.650000,384.680000,387.980000,188.890000,419.529722,330.347428,410.904768,279.707425,417.886873,319.254856,417.437522,310.650496,417.437522,302.019289,415.367424,296.674870,413.200758,288.594333
422.650000,389.510000,384.870000,188.040000,415.422601,333.723429,406.934551,278.983996,413.779752,322.389713,413.221075,313.460657,410.827957,302.621466,410.147727,295.058762,409.064394,286.978225
412.300000,383.600000,382.870000,188.000000,407.345263,330.347428,401.595294,278.019424,405.291703,320.219428,404.332350,311.252674,403.648602,304.227272,403.647727,296.854437,403.253788,288.235198
405.380000,391.540000,379.830000,188.020000,401.595294,333.241143,396.666749,277.537139,401.047678,323.595428,400.229862,312.858479,399.887988,303.223644,399.117424,296.674870,398.132576,288.235198
401.690000,385.060000,373.940000,188.010000,396.666749,330.347428,391.190588,277.537139,396.256037,320.219428,395.785499,312.055576,395.101751,303.022918,394.094697,296.136167,392.912879,286.619090
398.030000,391.430000,365.990000,187.990000,392.559628,335.411429,385.440619,278.742853,392.012012,320.701713,390.771347,310.851222,388.948019,303.022918,388.284091,296.854437,387.496212,287.696495
394.810000,392.910000,361.020000,187.980000,387.631083,337.581715,379.827554,276.813710,387.220371,324.318856,386.213026,315.066463,384.503656,302.420741,383.753788,295.238330,382.276515,286.619090
385.270000,395.260000,359.950000,187.970000,380.648978,339.752001,376.541857,276.813710,380.512074,327.936000,379.831377,316.270817,379.375545,302.621466,378.829545,295.597465,376.958333,286.978225
375.040000,395.450000,358.080000,187.970000,371.887120,339.510858,370.654984,277.295996,372.024024,327.936000,371.968275,318.679526,371.284526,309.044690,371.640152,300.445787,370.950758,288.235198
369.510000,389.330000,356.070000,187.970000,365.863343,333.241143,363.672878,276.572567,366.274055,321.425142,365.700584,314.062834,366.042458,306.033804,365.731061,298.470544,364.450758,288.235198
365.370000,389.880000,358.060000,187.970000,361.208606,336.858286,361.756222,277.537139,362.851454,322.389713,363.079549,313.862108,363.307465,305.431627,363.170455,297.393139,361.890152,289.133035
360.370000,380.020000,358.070000,187.970000,357.649101,327.936000,358.333621,276.572567,357.649101,314.190856,358.293313,307.840336,358.521229,301.417112,358.443182,295.238330,358.640152,286.439523
359.010000,380.340000,348.950000,187.970000,355.869349,326.730285,353.815788,276.813710,355.458637,313.708570,354.532698,306.033804,355.102488,297.603323,354.602273,290.749142,354.700758,283.925578
357.600000,379.400000,343.940000,187.080000,350.940804,325.042285,349.708668,276.090281,352.172940,312.985141,352.139580,303.825821,350.658126,295.194614,350.367424,288.773900,350.071970,282.668606
350.040000,391.590000,347.980000,187.070000,348.476531,333.000000,349.845572,278.019424,348.003788,322.532588,348.720840,307.238159,349.062714,293.990259,349.481061,289.851305,349.776515,283.925578
342.300000,393.150000,352.990000,187.080000,344.780123,335.893715,347.655107,276.090281,344.950758,323.430425,345.640152,310.860701,345.935606,299.907084,346.920455,289.133035,347.609848,283.207308
344.184325,382.987452,353.030000,187.940000,344.369411,327.936000,346.970587,278.260567,344.369411,316.602284,345.530015,307.840336,346.327721,292.785905,346.231061,288.055630,346.526515,282.668606
344.220000,386.230000,350.930000,187.980000,344.917027,333.723429,346.970587,276.813710,346.422971,320.701713,345.985847,309.847593,346.669595,297.201871,346.231061,292.006115,346.231061,282.848173
344.220000,376.070000,350.960000,187.960000,345.190835,323.113142,347.381299,276.090281,346.012259,314.190856,346.555637,306.234530,346.555637,295.796791,346.231061,291.287845,346.526515,283.207308
344.180000,378.820000,354.020000,187.960000,344.369411,325.283428,347.792011,277.295996,344.917027,314.914284,345.643973,307.840336,346.897512,297.001146,346.920455,290.390007,347.117424,284.284713
343.600000,372.750000,354.070000,187.960000,343.137274,319.495999,344.506315,275.849139,343.958698,309.367998,344.618351,302.621466,345.302099,294.592437,344.753788,289.133035,344.359848,282.668606
344.396429,379.370647,352.950000,187.970000,340.809906,319.254856,342.726562,276.572567,342.726562,309.367998,341.883359,301.417112,342.567107,293.990259,342.784091,289.312603,342.390152,282.129903
339.850000,375.500000,352.000000,187.960000,339.577770,320.701713,343.137274,277.537139,339.988482,310.573713,341.313569,301.818563,342.225233,294.592437,342.094697,289.851305,341.996212,282.309471
340.160000,375.110000,351.940000,187.960000,340.809906,319.978285,343.958698,275.849139,342.452754,309.126855,341.655443,302.621466,342.225233,292.986631,342.488636,288.594333,343.276515,282.309471
342.570000,382.530000,351.950000,187.960000,342.315850,326.730285,344.780123,276.572567,343.958698,313.467427,343.364813,304.427998,342.795023,294.190985,343.571970,288.773900,344.162879,282.129903
343.910000,377.400000,355.960000,187.970000,342.863466,325.042285,348.202723,275.849139,344.369411,313.467427,345.985847,305.030175,346.669595,295.395340,347.215909,289.312603,347.314394,282.848173
346.220000,382.120000,361.930000,187.970000,346.149163,328.900571,350.940804,275.366853,347.244395,317.325713,348.834798,308.041062,349.290630,297.603323,349.776515,291.287845,350.071970,281.591201
348.490000,375.190000,363.950000,187.970000,349.708668,323.836571,352.172940,276.572567,349.845572,312.743998,350.088336,306.635981,351.455832,296.599694,351.844697,291.287845,352.140152,283.925578
352.270000,376.050000,367.980000,187.980000,351.351516,325.042285,355.595541,278.019424,353.815788,314.190856,353.962908,306.635981,354.874572,298.807677,354.799242,291.826547,354.799242,285.541685
356.660000,372.820000,369.890000,187.990000,359.155045,320.942856,361.208606,277.295996,358.881237,310.091427,359.774767,303.022918,360.344557,296.398968,360.117424,290.749142,360.708333,283.746010
361.110000,371.090000,362.920000,187.990000,360.797894,316.602284,361.345510,276.813710,361.496212,307.089784,361.712053,302.019289,362.053927,295.395340,362.185606,290.390007,361.299242,283.386875
364.200000,375.870000,358.920000,187.970000,362.851454,321.666285,362.577646,277.295996,362.440742,310.573713,361.712053,302.420741,362.623717,295.997517,362.284091,290.390007,361.890152,284.284713
363.920000,373.000000,361.040000,187.970000,361.345510,320.219428,362.440742,278.260567,361.594697,308.167189,361.484137,300.814935,361.598095,294.793162,361.693182,290.390007,361.791667,283.746010
363.850000,381.060000,364.020000,187.970000,362.166934,331.070857,362.030030,278.260567,362.577646,314.431999,362.509759,305.030175,362.623717,297.001146,362.481061,290.928710,362.382576,283.746010
362.230000,377.780000,363.970000,187.980000,360.387182,325.283428,362.030030,278.260567,360.797894,312.261713,361.370179,304.227272,361.028305,294.592437,361.693182,289.312603,361.299242,282.848173
361.910000,384.390000,363.980000,187.980000,360.797894,332.276571,362.851454,278.019424,362.030030,320.701713,361.484137,308.643239,361.712053,295.997517,362.284091,289.133035,362.185606,282.129903
361.180000,380.530000,368.930000,187.990000,362.988358,326.489142,365.726439,278.742853,363.809782,319.495999,363.763298,310.249045,364.788920,297.201871,364.647727,290.749142,365.632576,285.002983
363.550000,382.520000,371.980000,187.990000,364.220494,330.106285,366.684767,276.572567,366.958575,319.978285,366.612248,310.851222,366.042458,298.807677,366.420455,291.467412,366.617424,284.284713
367.950000,378.090000,366.930000,187.990000,366.958575,326.730285,367.369287,277.295996,367.779999,314.914284,367.865786,307.840336,368.549534,300.012032,367.897727,292.544817,367.503788,284.284713
365.820000,372.470000,357.990000,187.980000,362.440742,321.666285,362.030030,276.090281,362.577646,310.814855,362.509759,304.427998,362.623717,295.997517,362.284091,290.390007,361.890152,283.207308
363.200000,374.970000,355.940000,187.970000,357.238389,321.425142,356.280061,276.813710,357.922909,311.538284,357.609565,303.625095,356.811859,294.793162,356.670455,289.312603,356.473485,284.284713
364.160000,370.050000,357.930000,187.970000,358.059813,315.878856,358.470525,277.295996,358.470525,309.367998,358.065397,302.420741,357.609565,296.398968,358.147727,291.287845,358.246212,284.284713
364.070000,379.020000,356.030000,187.970000,358.744333,327.212571,359.291949,276.572567,359.291949,313.467427,360.458515,303.825821,360.686431,296.398968,360.117424,290.928710,359.132576,282.848173
