,x1,x2,y1,y2
72,414.8713888643889,414.6856472313374,337.581715,335.581715
73,416.6925949764273,416.6289982604914,342.645715,340.645715
74,417.4441940790093,417.7074480977664,338.064,336.064
75,420.1078488193393,420.27404536011505,338.30514300000004,336.30514300000004
76,422.89170293727784,422.4919056749168,336.134857,334.134857
77,423.6483431105022,423.72579755658916,333.96457200000003,331.96457200000003
78,422.24635873002865,422.2111574836417,338.064,336.064
79,421.86059714323005,421.69142840305074,334.688,332.688
80,422.41123113755884,422.2786500420217,341.681144,339.681144
81,419.79337583919096,419.9664550318994,336.617143,334.617143
82,420.3165910672785,420.044598544991,342.645715,340.645715
83,418.8612370600915,418.8515120319676,338.30514300000004,336.30514300000004
84,419.05244509240913,419.0765605826523,339.028572,337.028572
85,418.33923953557337,418.3141729969618,337.340572,335.340572
86,418.66495429851074,418.5587577547701,335.411429,333.411429
87,421.3741002880098,421.2652615574856,338.064,336.064
88,419.16856384839525,419.10424856057307,330.829714,328.829714
89,418.8365422797676,418.8693982965654,335.411429,333.411429
90,418.9223871232331,418.96120180958803,330.829714,328.829714
91,420.39481917908927,420.544005853833,336.858286,334.858286
92,422.4607221598601,422.48492530591466,331.794286,329.794286
93,427.9218349750422,427.6708421371521,334.688,332.688
94,430.75783437206104,430.78306844104526,332.517714,330.517714
95,432.57331481625556,432.67557694116806,330.829714,328.829714
96,433.4695675300916,433.1982193885062,336.134857,334.134857
97,435.2753216403939,434.92799223437214,334.688,332.688
98,436.2310510651049,436.0939240909159,339.510858,337.510858
99,435.32784833119695,435.12954991625264,333.96457200000003,331.96457200000003
100,436.130276718365,436.13195408326754,340.475429,338.475429
101,435.9699087885477,435.79302834891195,336.134857,334.134857
102,437.7254587770624,437.5760622055092,337.340572,335.340572
103,438.8928474328402,438.47078031243245,334.688,332.688
104,433.3021982180934,433.03210711884833,333.96457200000003,331.96457200000003
105,425.0547929831241,425.13624454079707,337.340572,335.340572
106,419.3825094230094,419.1427084029105,330.347428,328.347428
107,415.42225249190096,415.14362799121216,333.723429,331.723429
108,407.3949214783079,406.7937463536332,330.347428,328.347428
109,401.59508203556817,401.4654981407207,333.241143,331.241143
110,396.65937359381127,396.6081110955062,330.347428,328.347428
111,392.62382870072906,392.62359784517264,335.411429,333.411429
112,387.69126570078424,387.6279980135299,337.581715,335.581715
113,380.6123565988219,380.6313383854789,339.75200099999995,337.75200099999995
114,371.91658979929764,371.947421867258,339.510858,337.510858
115,365.8591811598242,365.945411173869,333.241143,331.241143
116,361.1702148365631,361.54216037568847,336.858286,334.858286
117,357.6149539786261,357.59889394410715,327.936,325.936
118,355.9278222362175,355.72251336502546,326.73028500000004,324.73028500000004
119,350.938462078851,351.3907868899138,325.042285,323.042285
120,348.4364913512567,348.3128076043274,333.0,331.0
121,344.7984418753318,344.7785699405876,335.893715,333.893715
122,344.2823711185217,344.32211918238966,327.936,325.936
123,344.9560273378802,345.2638674477104,333.723429,331.723429
124,345.1314113462827,345.49089956267943,323.113142,321.113142
125,344.3072226362773,344.43913382447454,325.283428,323.283428
126,343.0607137194761,343.34337118161324,319.49599900000004,317.49599900000004
127,340.91867077581674,341.3250059466652,319.254856,317.254856
128,339.46313636355893,339.6252996596686,320.701713,318.701713
129,340.91212537446563,341.23785483452195,319.978285,317.978285
130,342.38236545266227,342.80528883535703,326.73028500000004,324.73028500000004
131,342.7888685555319,343.1673878281747,325.042285,323.042285
132,346.0533185352242,346.369743457591,328.900571,326.900571
133,349.71201016160967,349.5855500796258,323.836571,321.836571
134,351.3734853218848,351.97226456262274,325.042285,323.042285
135,359.07738746554605,359.04029077297935,320.942856,318.942856
136,360.76150427563664,360.9769512270944,316.602284,314.602284
137,362.8481731897613,362.7267343733855,321.666285,319.666285
138,361.3428731959989,361.44510487782964,320.219428,318.219428
139,362.1773093166181,362.2226215908076,331.070857,329.070857
140,360.35615380286674,360.50503914045225,325.283428,323.283428
141,360.88648495276016,361.12742275869135,332.276571,330.276571
142,363.0944770476625,363.2370105031577,326.489142,324.489142
143,364.4090876367354,365.01109079156345,330.106285,328.106285
144,366.9257340948947,367.13272340166986,326.73028500000004,324.73028500000004
145,362.41439774606124,362.4968647466157,321.666285,319.666285
146,357.2664575170588,357.51816638479227,321.425142,319.425142
147,358.17540275023043,358.20743635329467,315.878856,313.878856
148,358.64439384843445,358.81703446636834,327.212571,325.212571
149,356.3279845462164,356.4114258185174,324.318856,322.318856
150,357.23918799665336,357.0384101459938,328.177142,326.177142
151,356.9199993391471,357.20125453704316,328.659428,326.659428
152,355.0812807232394,355.4741443429686,326.489142,324.489142
153,355.0200993445703,354.8902856795825,330.106285,328.106285
154,356.6527081700767,356.9581692220385,320.701713,318.701713
155,357.64989607440543,358.0111052870984,322.871999,320.871999
156,353.0332754870724,353.7793277986554,312.02057,310.02057
157,353.20907718734566,353.26955363162574,316.602284,314.602284
158,351.86292420462905,352.4874986350128,316.602284,314.602284
159,351.944013315328,352.3879429288339,323.595428,321.595428
160,354.99553671557635,355.163972745816,332.276571,330.276571
161,355.7217632513823,356.0450794802895,330.347428,328.347428
162,357.5709625576052,357.5349775625156,333.96457200000003,331.96457200000003
163,356.83221913259297,356.86221406714765,326.489142,324.489142
164,358.0677880731521,358.21588919998806,327.936,325.936
165,356.2205088085607,356.03536950530355,319.254856,317.254856
166,355.07467080743163,355.2942742605939,320.219428,318.219428
167,353.7871915994233,353.9256412119715,319.978285,317.978285
168,356.0399784534302,356.24990545561417,317.325713,315.325713
169,356.36712032641617,356.68035473701036,325.042285,323.042285
170,354.15161271488194,354.1106257459636,320.701713,318.701713
171,355.40887176352817,355.30437201493083,329.624,327.624
172,357.26736357922863,357.4714281910578,326.73028500000004,324.73028500000004
173,357.2749981683746,357.75523638064357,327.453714,325.453714
174,358.80233027453573,359.0124688787916,327.453714,325.453714
175,361.3299383624043,361.5007222550551,322.389713,320.389713
176,362.70888373648586,363.0048864524998,323.836571,321.836571
177,365.5189058848341,365.8752758986582,320.701713,318.701713
178,370.6644134776625,371.1495895297121,327.212571,325.212571
179,375.1942100772467,375.3060026335115,323.595428,321.595428
180,380.0611986711706,380.29114087481565,329.624,327.624
181,388.29579603365676,388.05040579630804,333.96457200000003,331.96457200000003
182,391.87206778470363,391.7992642992628,330.347428,328.347428
183,399.3776935099779,399.0733571318808,332.276571,330.276571
184,396.58099858673427,396.53066605989653,328.177142,326.177142
185,395.47609363566323,395.49222560181016,334.688,332.688
186,395.40866232002577,395.5076366912032,329.624,327.624
187,395.33004095323736,395.3103375336987,330.829714,328.829714
188,396.9791980047137,396.9744140464928,329.382857,327.382857
189,397.8718493843413,397.75266706651433,331.55314300000003,329.55314300000003
190,397.72401390557405,397.68688058175206,335.893715,333.893715
191,394.11455342083127,394.35389965827045,332.517714,330.517714
192,394.21557891195994,394.335550262884,333.0,331.0
193,389.3203263871202,389.2973034460499,328.900571,326.900571
194,388.0638631076689,387.82378687361745,333.96457200000003,331.96457200000003
195,384.58682072754675,384.3900390341247,327.212571,325.212571
196,379.6952403377552,379.8029180968913,329.382857,327.382857
197,375.92879466402826,375.7209035187832,328.900571,326.900571
198,373.08519772223264,373.1435487352172,332.517714,330.517714
199,374.0914890138673,374.0162292967911,337.340572,335.340572
200,370.99482176279764,371.0783761100186,334.446857,332.446857
201,370.77123614840883,370.7913343083663,344.092572,342.092572
202,375.1094984041233,375.164398756073,335.893715,333.893715
203,376.83932075487115,377.0133567975627,343.851429,341.851429
204,372.51548982652594,372.732769154176,336.617143,334.617143
205,370.9964134420825,371.18234094251875,336.134857,334.134857
206,368.97516366446905,369.3144452244624,335.170286,333.170286
207,371.5749920415519,371.9826785600315,330.829714,328.829714
208,376.8709663302231,376.9187549476138,333.96457200000003,331.96457200000003
209,379.12654111315203,379.3772328746521,325.765714,323.765714
210,384.75943070685,384.7953250465353,333.96457200000003,331.96457200000003
211,387.5498915986577,387.67980850647217,325.042285,323.042285
212,387.46136514357113,387.779676450363,332.517714,330.517714
213,384.87946637209154,384.7555627874633,331.070857,329.070857
214,383.90563750982756,384.11942369158413,336.134857,334.134857
215,388.20479142355896,387.967068379114,338.78742900000003,336.78742900000003
216,389.58582421316373,389.7532585146378,338.30514300000004,336.30514300000004
217,390.40659561435086,390.5289700093844,340.234286,338.234286
218,387.58772211941005,387.73962544069013,335.893715,333.893715
219,387.6027770845567,387.6335425552469,336.617143,334.617143
220,381.6978376047025,381.35108140398,333.241143,331.241143
221,376.7797166267562,377.0639542480864,336.134857,334.134857
222,374.7151926427583,374.62931822752665,330.829714,328.829714
223,375.46517459579115,375.5028953094098,332.517714,330.517714
224,374.35598895229367,374.24776985838565,330.106285,328.106285
225,374.4666354047328,374.53972163487015,331.55314300000003,329.55314300000003
226,376.18151123594544,376.1406464468007,336.858286,334.858286
227,375.0002210265179,375.0599958874843,335.411429,333.411429
228,375.79412805118227,376.0873917697302,343.369144,341.369144
229,369.4196747800502,369.38943615616245,339.75200099999995,337.75200099999995
230,367.5177328467659,367.31075536591294,345.298287,343.298287
231,361.3287248028397,361.28117669241675,339.75200099999995,337.75200099999995
232,356.5971997639558,356.6116349682605,340.234286,338.234286
233,351.73285746253873,351.9382998517009,339.75200099999995,337.75200099999995
234,350.06810541803685,350.06302680330015,335.170286,333.170286
235,346.2199925089117,346.6422226333231,334.446857,332.446857
236,341.69374045908785,342.0583547711461,330.829714,328.829714
237,340.61820159705417,340.9681457359116,337.340572,335.340572
238,337.54641067338616,337.9240590807444,334.446857,332.446857
239,338.7169539023214,338.88058208958745,338.064,336.064
240,339.0553862638729,339.14887152176044,339.75200099999995,337.75200099999995
241,338.81056745071754,338.7525137417,338.78742900000003,336.78742900000003
242,335.73101542768,335.63795979333065,340.957715,338.957715
243,333.69743519933184,333.5312004499952,341.19885800000003,339.19885800000003
244,332.14641264489524,332.36644500992026,342.645715,340.645715
245,330.2849993762634,330.8689705849518,334.446857,332.446857
246,331.87345499493927,332.22755137008124,336.858286,334.858286
247,331.2861188015054,331.67446472084555,330.347428,328.347428
248,332.52118836613545,332.7306658956656,333.0,331.0
249,333.27346099912836,333.3495096604831,328.900571,326.900571
250,332.65942611619096,332.7294414127595,329.382857,327.382857
251,330.36594224296095,330.3264221717117,333.241143,331.241143
252,326.1014019333775,326.42230822950705,333.0,331.0
253,325.53080010200745,325.6317831915617,336.617143,334.617143
254,326.3285055142652,326.28279355812475,331.55314300000003,329.55314300000003
255,327.1115424912043,327.1388693777809,335.893715,333.893715
256,327.48375252162646,327.5520676099316,329.624,327.624
257,326.9891280314839,327.17628540906463,334.688,332.688
258,325.9379201791746,325.8988275647608,328.900571,326.900571
259,325.8754243619885,325.89635217713555,335.170286,333.170286
260,327.46092042133614,327.6777870268232,332.276571,330.276571
261,327.97558387470497,328.2387653877005,332.517714,330.517714
262,329.6128378931579,329.7777790630362,335.411429,333.411429
263,334.3138822957764,334.35473978408095,333.0,331.0
264,336.382062197958,336.7830846469676,335.411429,333.411429
265,337.87233585192104,337.96583766456115,330.347428,328.347428
266,340.4751024199933,340.6315673014042,333.96457200000003,331.96457200000003
267,346.5672164742839,346.30775231690313,330.829714,328.829714
268,349.88271212096083,350.00681036662303,334.446857,332.446857
269,350.1607865157282,349.91514611086154,330.829714,328.829714
270,351.1411361432006,351.5011981651988,336.858286,334.858286
271,358.80129904358716,358.51774605062326,336.134857,334.134857
272,359.5264382519815,359.7049302939228,334.688,332.688
273,365.11419081624035,365.218533245079,337.340572,335.340572
274,370.68949109380213,370.51254432761374,338.30514300000004,336.30514300000004
275,378.4281094958941,378.22368193244483,345.298287,343.298287
276,380.90627542646405,380.83759150328865,338.30514300000004,336.30514300000004
277,383.19961190020445,383.0553642007393,340.234286,338.234286
278,381.76399372963715,381.56574282964186,338.78742900000003,336.78742900000003
279,385.10214063759526,384.9482722822189,337.581715,335.581715
280,389.2746859780333,389.25896248523753,339.510858,337.510858
281,392.5152164073373,392.43410612327386,334.688,332.688
282,397.3201136112133,397.2487196421995,338.30514300000004,336.30514300000004
283,404.1630705381947,403.80459608254534,335.893715,333.893715
284,405.7135537807346,405.594743473948,341.681144,339.681144
285,405.6582518810328,405.731539309013,335.893715,333.893715
286,407.17962700891894,407.23438691290954,341.681144,339.681144
287,411.28761217884323,411.13351581454464,341.922286,339.922286
288,411.84247329790765,412.05081689438884,341.681144,339.681144
289,415.15098233590527,414.9842823438938,341.922286,339.922286
290,415.82318596254095,415.6337985230612,334.688,332.688
291,420.05810155212714,419.892017039787,334.446857,332.446857
292,423.3462113102937,423.37283474744754,328.900571,326.900571
293,427.06173772560635,426.82309669843585,337.581715,335.581715
294,421.6278694229112,421.8260955303796,334.446857,332.446857
295,424.4768620975249,424.49957622923506,339.75200099999995,337.75200099999995
296,425.85959331268685,425.80975690098103,338.78742900000003,336.78742900000003
297,421.400267914109,421.7501955549484,343.128001,341.128001
298,420.25508558210043,420.13301660247055,344.574858,342.574858
299,418.45484959841053,418.4037586858504,339.75200099999995,337.75200099999995
300,413.859140153375,413.79932679098914,344.816001,342.816001
301,404.35316682012825,404.12912120027534,333.723429,331.723429
302,400.025108525615,400.011827498637,333.723429,331.723429
303,394.64980180498776,394.87284916440495,325.765714,323.765714
304,388.39332438364886,388.4182251719436,325.765714,323.765714
305,384.47187796113224,384.4215936280093,330.347428,328.347428
306,387.8793771201048,387.6260120283469,331.794286,329.794286
307,390.0242890979331,389.91895136928645,339.75200099999995,337.75200099999995
308,385.1545365381842,385.24183778215234,335.170286,333.170286
309,382.9934174882465,382.9920525263692,338.78742900000003,336.78742900000003
310,384.8498279022647,384.74514150913933,333.0,331.0
311,384.2389125625891,384.549525085827,328.659428,326.659428
312,383.1347342190338,383.3979907060757,328.659428,326.659428
313,385.95802249991414,385.9156871470687,326.006857,324.006857
314,389.205302200251,389.0654734819577,329.624,327.624
315,389.7362382775833,389.77617232964684,325.765714,323.765714
316,390.99520267426664,390.87204974179184,332.517714,330.517714
317,392.61702998216526,392.4841459938304,328.900571,326.900571
318,393.049185960753,393.13843089377,337.340572,335.340572
319,389.96010939840835,390.20618488591276,336.134857,334.134857
320,391.36516303452925,391.4320008512567,336.617143,334.617143
321,394.57889161570785,394.5959767429469,335.893715,333.893715
322,394.60287357337813,394.3971237662983,330.829714,328.829714
323,395.26981162758085,395.2215639172269,333.723429,331.723429
324,396.200611156678,396.1305199098156,326.006857,324.006857
325,397.03638162571747,396.92971587511335,331.070857,329.070857
326,393.8116518341435,393.7951739151187,328.177142,326.177142
327,392.80022419620695,392.9385331939901,334.688,332.688
328,398.136954983499,398.00860231731497,333.96457200000003,331.96457200000003
329,400.9680285441232,400.7460351535402,333.723429,331.723429
330,405.60267033478647,405.57542144624125,334.688,332.688
331,411.4369162715958,411.28927792743184,328.177142,326.177142
332,415.09375528948965,415.2286883889856,335.893715,333.893715
333,417.94079684059557,418.1205929315921,329.624,327.624
334,419.60258894460844,419.2338907009557,331.794286,329.794286
335,415.4625579410713,415.61163175738005,331.794286,329.794286
336,416.1668039834127,415.8108820372178,330.829714,328.829714
337,416.2488041389279,416.66885578818113,333.0,331.0
338,417.21372699741875,417.4255539636928,330.347428,328.347428
339,420.3361147447288,420.4610768610174,334.688,332.688
340,420.156150377551,420.17997578289743,330.106285,328.106285
341,422.5643357577486,422.5141744500312,339.028572,337.028572
342,423.23939915312906,423.35854337802016,333.241143,331.241143
343,423.2216744833345,422.9442720972543,335.893715,333.893715
344,417.8808004540856,417.76657712472837,328.659428,326.659428
345,414.32880343701754,413.86773378015437,326.489142,324.489142
346,410.92040339193113,410.51526880562466,322.389713,320.389713
347,403.0576695150743,402.73014983321343,317.325713,315.325713
348,400.20168274956495,400.3111624790636,323.836571,321.836571
349,399.047240374465,398.66752393803716,321.425142,319.425142
350,398.9799094112616,399.1277566874098,333.0,331.0
351,399.9662506164552,400.20614053878717,333.723429,331.723429
352,399.91162425422766,400.0406819818626,334.446857,332.446857
353,403.2082426416549,403.0713378721356,337.581715,335.581715
354,402.2730411327084,402.451344019544,328.900571,326.900571
355,402.8644512900041,403.29352221208313,330.347428,328.347428
356,405.7039154797267,406.24918911229724,320.942856,318.942856
357,412.1365179195709,412.541663410361,321.666285,319.666285
358,416.4122321947981,416.506418958975,323.113142,321.113142
359,422.55619124344423,422.7160569573642,323.113142,321.113142
360,427.7693813879441,428.00545008828755,327.453714,325.453714
361,431.9804505651507,432.28904604244553,323.113142,321.113142
362,437.67889676819783,437.44867490263414,329.624,327.624
363,441.35707023416967,441.4612270235823,326.489142,324.489142
364,448.0861383308054,448.00459199584594,327.453714,325.453714
365,452.8980563063069,452.9493229265302,324.318856,322.318856
366,456.21257314727336,455.61033184824305,316.226892,314.226892
367,460.47350719168116,460.1241779764873,324.559999,322.559999
368,460.81196090611115,460.5763038324339,323.836571,321.836571
369,463.5245026271173,463.1505361949417,333.723429,331.723429
370,465.0960988556685,464.9479317134381,326.489142,324.489142
371,467.991717218981,467.9223015077665,330.829714,328.829714
372,467.4736773788745,467.05894779544036,328.659428,326.659428
373,468.4050833662477,468.2354562680294,329.624,327.624
374,470.95518924578744,470.7373732983649,327.453714,325.453714
375,468.58589158863106,468.2091116265673,327.453714,325.453714
376,468.2691150690794,468.0472801224722,332.517714,330.517714
377,469.41789489714915,469.51615942922143,333.241143,331.241143
378,470.9864667811113,470.63834787642674,337.581715,335.581715
379,464.7069252598646,464.7237068853883,334.688,332.688
380,464.35938497835923,464.441626136505,331.55314300000003,329.55314300000003
381,463.18988645031203,462.7692633747798,330.347428,328.347428
382,449.8742801143076,449.85821653174503,328.659428,326.659428
383,448.18117570228833,447.8547613763087,334.688,332.688
384,441.69574076694244,441.05727625342,332.517714,330.517714
385,434.8266702329647,434.5058237965377,334.688,332.688
386,427.437861382876,427.1984277452114,333.0,331.0
387,430.7938452741099,430.46390643565934,333.0,331.0
388,431.97677258163185,431.6011940022313,333.241143,331.241143
389,428.2902554923488,428.1984708951874,331.794286,329.794286
390,429.4425840410703,429.1276001292946,337.340572,335.340572
391,427.30677317725895,427.25175157615996,334.446857,332.446857
392,426.6986722628087,426.5697880170572,339.510858,337.510858
393,416.8196377047632,416.99654563148346,338.064,336.064
394,415.17637468931173,415.20955773387016,336.617143,334.617143
395,415.4257592580766,415.12902997706425,331.070857,329.070857
396,416.27556259087805,415.8982081175928,327.453714,325.453714
397,418.0221882736164,417.9219222903725,335.411429,333.411429
398,418.7507742190246,418.30880868737444,327.453714,325.453714
399,418.88875968692355,418.6161622613609,336.134857,334.134857
400,413.0287962707225,413.20292318713564,333.241143,331.241143
401,413.51056392791315,413.6981245542715,339.510858,337.510858
402,411.08357940680736,411.1478928212894,338.064,336.064
403,406.4655647576367,406.28677930557797,339.510858,337.510858
404,403.2874076257938,403.00210182906255,342.40457200000003,340.40457200000003
405,398.74295335169717,398.6560289987161,338.78742900000003,336.78742900000003
406,397.6280028681625,397.66471810998974,341.681144,339.681144
407,392.23684739634507,392.57244349053906,335.893715,333.893715
408,395.33330351231837,395.25647180202446,340.475429,338.475429
409,391.24715503805805,390.9467263057344,335.893715,333.893715
410,386.3914780466549,386.30532151872296,336.134857,334.134857
411,380.63080873695617,380.74160821859425,335.170286,333.170286
412,379.0627579756806,379.00476814308826,333.723429,331.723429
413,381.30897678822146,381.46197224761863,335.411429,333.411429
414,380.85142681794935,380.8912367092506,333.0,331.0
415,381.6318238636483,381.76307888770305,344.092572,342.092572
416,380.5930641035343,380.8440981635139,344.816001,342.816001
417,381.65167491679097,381.6880311180282,349.156573,347.156573
418,375.92217932680086,376.22925933499323,350.36228700000004,348.36228700000004
419,378.41040415702275,378.5624074629562,351.809144,349.809144
420,379.11656241085916,379.11083314833337,356.873145,354.873145
421,379.4538242238632,379.8048027098372,354.220573,352.220573
422,380.51316080543427,380.6784331184377,357.596573,355.596573
423,378.5922220165905,378.6146169505396,354.702859,352.702859
424,377.5247929415425,377.5650017002221,358.320002,356.320002
425,372.63157421605547,372.6732572454755,352.77371600000004,350.77371600000004
426,367.69876455405785,367.7503832706062,354.702859,352.702859
427,360.39166875992737,360.6969872520576,354.944002,352.944002
428,354.50871496194884,354.3396222845477,355.426287,353.426287
429,345.67957066214774,345.7422114803567,359.284573,357.284573
430,333.7811706160325,333.8744800136475,356.149716,354.149716
431,330.1734698022091,330.1144905120529,357.837716,355.837716
432,322.6543597733229,322.60992405944137,355.66743,353.66743
433,315.85732093261356,316.0307247907083,360.008002,358.008002
434,307.46821525995756,307.62550195328265,356.149716,354.149716
435,304.35554256632577,304.5093631218171,353.97943,351.97943
436,301.3479588278343,301.43993694693023,351.809144,349.809144
437,296.53148624307534,296.54339372289763,351.809144,349.809144
438,294.4207792184857,294.6786602460604,354.220573,352.220573
439,296.2830675705158,296.3737710251803,351.809144,349.809144
440,297.8708913915731,297.92373129837375,356.149716,354.149716
441,292.69296279796794,292.9323525714309,348.91543,346.91543
442,294.4539560183132,294.6681055530893,347.709715,345.709715
443,299.6408404654493,299.5796632485731,350.36228700000004,348.36228700000004
444,298.7416807375711,299.09863992968184,348.91543,346.91543
445,299.74008276112056,300.06568469846695,351.085716,349.085716
446,303.7712506791251,303.88812775531864,349.156573,347.156573
447,305.8434712037694,305.93425139719466,354.702859,352.702859
448,305.45696220901164,305.592202672266,349.638858,347.638858
449,305.8838464648916,306.02106368061965,356.390859,354.390859
450,304.6162505585163,304.82048169358774,350.60343,348.60343
451,303.5883038908927,303.5808637261949,350.36228700000004,348.36228700000004
452,299.9017938224249,299.95020378545513,345.298287,343.298287
453,300.0287681994576,300.1385929450343,339.028572,337.028572
454,298.0109426954625,298.1012297278246,343.128001,341.128001
455,292.7443065954028,293.03100687312053,337.581715,335.581715
456,286.9355961738605,287.2409800938043,343.128001,341.128001
457,286.88769042644265,287.13117678407247,339.75200099999995,337.75200099999995
458,285.35080043354316,285.71779919370135,354.944002,352.944002
459,280.08029286283386,280.4209707011019,347.709715,345.709715
460,277.92734334671775,278.2902786533582,351.085716,349.085716
461,277.0094862773474,277.4279771054225,348.192001,346.192001
462,279.4177663979588,279.3708858935933,348.91543,346.91543
463,277.0514994340688,277.5380024760607,344.574858,342.574858
464,277.42577945153084,277.8419792182723,344.092572,342.092572
465,278.56236024406064,278.8505874712022,341.681144,339.681144
466,278.761404935988,278.97227465694795,338.064,336.064
467,279.29221111067073,279.3090684057756,340.234286,338.234286
468,279.400864290888,279.6224569811656,338.064,336.064
469,280.3316807637477,280.3410087284101,343.851429,341.851429
470,283.6394830185877,284.10802187495506,338.30514300000004,336.30514300000004
471,287.8227795209144,288.1660341271406,344.574858,342.574858
472,290.25110043345194,290.70238856593556,341.922286,339.922286
473,294.45964942026615,294.6173209901638,339.028572,337.028572
474,299.2079157515641,298.95546933224006,338.064,336.064
475,300.7020697338995,300.7958347931839,335.170286,333.170286
476,301.8584321953265,302.09331803954365,341.922286,339.922286
477,299.999037227738,300.5572263592208,337.581715,335.581715
478,304.2705307507931,303.86953380275605,342.40457200000003,340.40457200000003
479,311.04674821084177,311.1248461151178,339.028572,337.028572
480,319.57137503999115,319.59797372497366,342.40457200000003,340.40457200000003
481,322.7712609549707,323.026441912468,338.064,336.064
482,326.74865255764325,327.2488997591012,342.40457200000003,340.40457200000003
483,329.1862852396214,329.1511329577481,340.234286,338.234286
484,331.7649087812655,332.01868292487814,339.028572,337.028572
485,333.8524737856708,334.269600217636,338.78742900000003,336.78742900000003
486,339.68623831964464,339.51109842100504,336.858286,334.858286
487,347.0446883520069,347.02947552961336,340.957715,338.957715
488,350.6795715633343,350.8900138782502,339.510858,337.510858
489,353.91294869039643,354.25359085743605,341.19885800000003,339.19885800000003
490,355.88274045386737,355.9098028877205,341.922286,339.922286
