,0
734,-0.2803861065216376
735,-0.21633406324732068
736,-0.04166656462168003
737,-0.007991202634397485
738,-0.09631379513726872
739,-0.06349704763637834
740,-0.16247022182623125
741,-0.031382324319647624
742,-0.2268335642179604
743,-0.17376610481503033
744,-0.18531689470401508
745,-0.007245187351920208
746,-0.116163031288935
747,-0.19785124593706438
748,-0.22586453946990565
749,-0.09097102316962453
750,-0.21528392967430698
751,-0.3636153145639236
752,-0.06122868751995922
753,-0.4117826902043516
754,-0.10983487443353526
755,-0.09310932163471929
756,-0.12813100271339334
757,-0.03762846965325146
758,0.09277106945505052
759,-0.1143349006035614
760,-0.019267875274106016
761,-0.05434335890329346
762,-0.21617570692710264
763,-0.10388164100195992
764,0.06651050770107016
765,-0.06562281968913307
766,-0.19860955944297498
767,0.004547312476141583
768,-0.10568533894599708
769,-0.33751557551003003
770,-0.17256461561535544
771,-0.16307028865243184
772,-0.08127672691050089
773,0.11048029682143067
774,0.029398111925587115
775,-0.047644650977270345
776,-0.1754991121313679
777,-0.0865997923052065
778,-0.15280569274980352
779,-0.21021241911480634
780,-0.061432484510601335
781,-0.053233442864918136
782,-0.05550742355930882
783,-0.012865460659280951
784,-0.10475834497760277
785,0.0409056051815576
786,-0.11843119025943502
787,-0.013506962728601338
788,-0.11255790467936053
789,0.17059700071516934
790,-0.09596963469446776
791,0.17340870890820725
792,-0.23639351584005153
793,-0.2974143726572345
794,-0.1505810718032671
795,-0.014341132530515523
796,-0.14912640464837507
797,-0.09618398289564975
798,-0.04345462007522979
799,-0.39550181867071005
800,-0.09407522474682099
801,-0.21387341991926984
802,-0.19162454596912976
803,-0.23842643906827066
804,-0.16667091107640622
805,-0.1566267751721672
806,-0.07162062250720179
807,0.045768393966919646
808,-0.18450153248515727
809,0.10386805320512309
810,-0.415549922558763
811,0.032709482282087116
812,-0.2337592428008405
813,-0.07616734099326829
814,-0.005758234688553579
815,-0.0320572480688515
816,0.16244693465211274
817,-0.22327801338167247
818,-0.20417171877566365
819,-0.14420030699700404
820,-0.036917976999273246
821,0.10313510453711414
822,0.1166874437049718
823,-0.22562484488272544
824,0.01311991791460805
825,0.11825001854382908
826,0.011055296457936901
827,0.08049174317944119
828,0.1465691596417317
829,-0.02690627913930434
830,0.21878320354440342
831,-0.028376471333657442
832,0.12527273229566674
833,0.11249742461242491
834,-0.10602208348728641
835,0.015170069144841338
836,0.13458321813908786
837,0.1985171607966897
838,-0.272131788877113
839,-0.05333089097492221
840,-0.14565778246306701
841,0.01824768742024469
842,0.10429596733192809
843,-0.042961094619741444
844,-0.06011496741095532
845,-0.03618337216583735
846,0.4354442605718272
847,0.12197921560244598
848,-0.012333351497479769
849,0.1614108671444729
850,0.012671599669261563
851,0.08840467572993742
852,-0.1361365925199089
853,-0.2270656662073548
854,-0.21181665454690887
855,-0.0012046829764589461
856,0.20020125834176056
857,-0.09592972624637372
858,0.04757028475559867
859,0.12493803554497994
860,0.18531619008217043
861,-0.1535386965742854
862,0.22841644940120573
863,-0.05875527698652023
864,0.3380420984318442
865,0.15617118292887888
866,-0.010323760718811748
867,0.02040441466133203
868,-0.28554838205321015
869,-0.1329108211076506
870,0.0403316549135562
871,-0.047636263193102504
872,-0.12146681712631796
873,-0.055160139885431295
874,0.025537505661255008
875,-0.34944941121097417
876,-0.2420333246462254
877,-0.014089709134530684
878,0.004293366882609929
879,-0.16508262311099978
880,-0.05696986475919532
881,0.06948336297098104
882,-0.10657517807245706
883,-0.0989195464719837
884,0.1703149076149953
885,0.03597292630243405
886,0.04779612714327585
887,0.007232567753294854
888,-0.025401690240910935
889,-0.2520094235027891
890,-0.13805657146836553
891,-0.08233848336587306
892,-0.04369030611438734
893,-0.08420314366770915
894,-0.29728680150164954
895,0.06722252846049458
896,0.22540798660578018
897,0.08636745006792067
898,0.08424847068837468
899,-0.0674478466041591
900,0.1274466859735983
901,-0.12081429875838312
902,-0.06491000990334012
903,-0.032424727110556564
904,-0.020633609235724513
905,-0.0384716972108235
906,-0.01366571126733533
907,0.1450176069818239
908,-0.08945120760933108
909,-0.07517584625887677
910,0.07394634287955051
911,-0.20349143135472114
912,-0.23555216202821197
913,-0.2785931256609393
914,-0.14546376471172798
915,-0.06568489673833687
916,-0.04629035017731041
917,-0.25240108445082815
918,-0.22900977002901424
919,0.014559847789035796
920,-0.12690222936931822
921,-0.08979666514285592
922,-0.09519293421241323
923,-0.22356881930542175
924,-0.4116647775004332
925,-0.1942369081178642
926,-0.3502564126794788
927,-0.12878456699499538
928,-0.11191441378642344
929,-0.08893328672096508
930,-0.09430048684914077
931,-0.39618268110705307
932,0.02591562534729426
933,-0.16784767279719234
934,-0.16496481347063838
935,-0.10033955163483134
936,-0.20174663285853653
937,-0.23949443351128197
938,-0.08443174969713531
939,-0.21212970714898938
940,-0.14818300639644535
941,-0.25922351711494895
942,-0.31030877174007715
943,-0.20332450930828938
944,-0.11608888846745063
945,-0.1167288143525284
946,-0.27324742173018474
947,-0.34254094454087153
948,-0.3175249251017435
949,-0.2440733434288897
950,-0.15666425282798502
951,-0.3869702306117187
952,-0.1546401419039366
953,-0.16404450116023706
954,-0.28425345823647147
955,-0.36658263284429204
956,-0.014268338021585798
957,-0.30274882592393854
958,-0.33026193929538594
959,-0.20656145198847634
960,-0.1185895001003759
961,-0.3391621140564971
962,-0.22626997154612213
963,0.026282389294163856
964,-0.1609183296525606
965,-0.10724805124572394
966,0.06570645919885769
967,0.001675260686534029
968,-0.13479240945892804
969,0.12471271469302712
970,-0.13795469411715539
971,-0.527618369029001
972,-0.2899025554472287
973,-0.3360373434537407
974,-0.09511660841058721
975,-0.17120936131958514
976,-0.04590308114287752
977,-0.2506263449798281
978,0.22008495788518423
979,-0.44185897700821425
980,0.1625583837797858
981,0.03023210998015726
982,-0.17415978788615075
983,-0.0019400544782193748
984,-0.08039250598764458
985,-0.06726419743948486
986,-0.5667828376706012
987,0.09916607457178683
988,-0.10083661400673513
989,-0.2777997014751586
990,-0.08850103610940532
991,-0.0938034080094551
992,-0.15374379162442517
993,0.0760353204178363
994,-0.08635000839885144
995,-0.11009913906089618
996,-0.20677825451157136
997,-0.15566534504139312
998,-0.10775413998763421
999,-0.19735310031876516
