269,"           3          2
2.976e-05 x - 0.0268 x + 8.085 x - 468.6"
270,"           3           2
-8.21e-05 x + 0.07476 x - 22.6 x + 2619"
271,"           3           2
3.207e-05 x - 0.02928 x + 8.957 x - 561.5"
272,"            3           2
-2.028e-05 x + 0.01844 x - 5.619 x + 934.7"
273,"            3            2
-9.147e-06 x + 0.008621 x - 2.746 x + 661.6"
274,"           3           2
2.284e-05 x - 0.02053 x + 6.138 x - 240.4"
275,"           3          2
3.042e-05 x - 0.0288 x + 9.111 x - 586"
276,"            3           2
-1.621e-05 x + 0.01491 x - 4.487 x + 820.3"
277,"           3          2
2.876e-05 x - 0.0282 x + 9.274 x - 640.4"
278,"           3           2
3.042e-05 x - 0.02851 x + 8.942 x - 558.2"
279,"           3          2
1.624e-05 x - 0.0152 x + 4.788 x - 123.7"
280,"           3            2
1.622e-06 x - 0.002027 x + 0.8236 x + 279.9"
281,"           3           2
2.328e-05 x - 0.02166 x + 6.714 x - 301.5"
282,"            3            2
-1.029e-05 x + 0.008923 x - 2.468 x + 609.6"
283,"           3           2
4.444e-05 x - 0.04193 x + 13.3 x - 1018"
284,"           3            2
-7.07e-06 x + 0.006771 x - 2.091 x + 611.9"
285,"            3           2
-2.293e-05 x + 0.02049 x - 6.042 x + 992.2"
286,"            3           2
-1.749e-05 x + 0.01552 x - 4.508 x + 833"
287,"           3           2
1.306e-05 x - 0.01284 x + 4.274 x - 71.47"
288,"            3          2
-5.923e-05 x + 0.0545 x - 16.6 x + 2085"
289,"           3          2
3.049e-05 x - 0.0288 x + 9.082 x - 542.3"
290,"           3           2
2.232e-05 x - 0.01995 x + 5.951 x - 177.6"
291,"           3            2
7.132e-06 x - 0.006847 x + 2.27 x + 160"
292,"            3          2
-7.987e-05 x + 0.0718 x - 21.32 x + 2511"
293,"           3           2
4.501e-05 x - 0.04242 x + 13.37 x - 984.1"
294,"           3           2
-2.55e-05 x + 0.02169 x - 6.054 x + 973.7"
295,"            3           2
-2.469e-05 x + 0.02223 x - 6.563 x + 1057"
296,"            3           2
-1.747e-05 x + 0.01525 x - 4.292 x + 809"
297,"            3           2
-8.153e-05 x + 0.07421 x - 22.3 x + 2631"
298,"            3          2
-1.319e-05 x + 0.0118 x - 3.368 x + 720.1"
299,"            3           2
-2.749e-05 x + 0.02468 x - 7.226 x + 1103"
300,"           3            2
-4.86e-06 x + 0.003465 x - 0.6263 x + 417.1"
301,"          3           2
2.23e-05 x - 0.02148 x + 6.995 x - 367.1"
302,"            3           2
-2.648e-05 x + 0.02376 x - 7.004 x + 1075"
303,"            3           2
-3.764e-05 x + 0.03187 x - 8.891 x + 1210"
304,"           3           2
1.685e-05 x - 0.01659 x + 5.429 x - 202.7"
305,"           3           2
2.815e-05 x - 0.02635 x + 8.216 x - 469.4"
306,"           3           2
3.736e-05 x - 0.03303 x + 9.702 x - 560.2"
307,"           3          2
3.665e-05 x - 0.0344 x + 10.73 x - 723.7"
308,"            3           2
-4.455e-05 x + 0.04145 x - 12.81 x + 1701"
309,"           3            2
9.336e-07 x - 0.001591 x + 0.7575 x + 272.7"
310,"          3            2
7.61e-06 x - 0.007087 x + 2.241 x + 143.5"
311,"           3           2
-9.67e-05 x + 0.08809 x - 26.72 x + 3085"
312,"            3           2
-6.969e-05 x + 0.06354 x - 19.31 x + 2342"
313,"           3           2
1.858e-05 x - 0.01676 x + 5.023 x - 114.3"
314,"           3           2
3.731e-05 x - 0.03448 x + 10.64 x - 707.9"
315,"            3           2
-2.918e-05 x + 0.02543 x - 7.298 x + 1077"
316,"          3           2
2.57e-05 x - 0.02403 x + 7.521 x - 397.3"
317,"           3           2
1.652e-05 x - 0.01516 x + 4.682 x - 94.47"
318,"            3           2
-2.545e-05 x + 0.02283 x - 6.757 x + 1052"
319,"            3           2
-6.336e-05 x + 0.05768 x - 17.42 x + 2135"
320,"            3             2
-1.124e-06 x - 0.0002229 x + 0.4988 x + 291.6"
321,"            3           2
-1.747e-05 x + 0.01602 x - 4.86 x + 881.2"
322,"           3           2
1.045e-05 x - 0.00888 x + 2.547 x + 145.4"
323,"           3            2
6.918e-06 x - 0.006614 x + 2.127 x + 164.8"
324,"            3            2
-4.614e-06 x + 0.004188 x - 1.224 x + 510.1"
325,"           3           2
3.435e-05 x - 0.03245 x + 10.24 x - 684.3"
326,"            3           2
-7.395e-05 x + 0.06809 x - 20.79 x + 2497"
327,"            3           2
-3.598e-05 x + 0.03224 x - 9.562 x + 1330"
328,"            3           2
-3.024e-05 x + 0.02975 x - 9.691 x + 1443"
329,"           3           2
5.716e-05 x - 0.05119 x + 15.18 x - 1088"
330,"            3          2
-1.751e-05 x + 0.0181 x - 6.214 x + 1115"
331,"           3           2
5.213e-05 x - 0.04722 x + 14.23 x - 1014"
332,"            3           2
-2.427e-05 x + 0.02217 x - 6.745 x + 1099"
333,"           3            2
1.747e-08 x - 0.001759 x + 1.064 x + 257.7"
334,"           3           2
5.679e-05 x - 0.05102 x + 15.29 x - 1110"
335,"            3           2
-4.525e-05 x + 0.04049 x - 12 x + 1592"
336,"           3           2
4.544e-05 x - 0.04105 x + 12.42 x - 845.3"
337,"            3           2
-0.0001097 x + 0.09914 x - 29.75 x + 3379"
338,"            3           2
-2.558e-05 x + 0.02125 x - 5.77 x + 926.8"
339,"            3           2
-3.358e-05 x + 0.02961 x - 8.597 x + 1240"
340,"            3          2
-1.854e-05 x + 0.0155 x - 4.187 x + 779.7"
341,"            3            2
-7.643e-06 x + 0.006207 x - 1.548 x + 531.8"
342,"           3           2
-3.49e-05 x + 0.03083 x - 8.984 x + 1284"
343,"           3           2
7.263e-05 x - 0.06771 x + 21.04 x - 1758"
344,"           3        2
5.209e-05 x - 0.05 x + 16.04 x - 1304"
345,"           3           2
9.355e-05 x - 0.08518 x + 25.94 x - 2229"
346,"           3           2
7.838e-05 x - 0.07057 x + 21.27 x - 1737"
347,"            3            2
-6.356e-06 x + 0.009808 x - 4.141 x + 932.5"
348,"            3           2
-0.0001024 x + 0.09315 x - 28.17 x + 3232"
349,"           3           2
6.145e-05 x - 0.05313 x + 15.3 x - 1070"
350,"            3           2
-5.545e-05 x + 0.05162 x - 16 x + 2052"
351,"            3           2
-5.218e-05 x + 0.04764 x - 14.49 x + 1867"
352,"            3           2
-1.588e-05 x + 0.01402 x - 4.113 x + 801.6"
353,"           3           2
3.417e-05 x - 0.03175 x + 9.823 x - 609"
354,"            3           2
-6.103e-05 x + 0.05582 x - 17 x + 2127"
355,"            3           2
-0.0001007 x + 0.09109 x - 27.44 x + 3156"
356,"            3          2
-0.0001708 x + 0.1541 x - 46.39 x + 5071"
357,"            3           2
-8.424e-05 x + 0.07418 x - 21.78 x + 2546"
358,"           3            2
6.289e-06 x - 0.005751 x + 1.699 x + 255.5"
359,"            3           2
-2.476e-05 x + 0.02057 x - 5.615 x + 925"
360,"            3           2
-4.899e-05 x + 0.04345 x - 12.81 x + 1685"
361,"           3           2
-7.19e-05 x + 0.06414 x - 19.08 x + 2327"
362,"           3           2
3.128e-05 x - 0.02699 x + 7.714 x - 292.6"
363,"            3           2
-2.055e-05 x + 0.01778 x - 5.086 x + 922.4"
364,"           3           2
7.304e-06 x - 0.00648 x + 1.935 x + 252.7"
365,"            3           2
-5.731e-05 x + 0.05184 x - 15.56 x + 2003"
366,"           3          2
0.0003823 x - 0.3437 x + 103 x - 9832"
367,"           3           2
8.631e-05 x - 0.07929 x + 24.37 x - 2047"
